Distance;Velocity
0.00;5875.41
308.38;5447.15
616.77;5145.85
925.15;4841.84
1233.53;4564.62
1267.71;4534.81
1566.41;4261.71
1865.11;4020.90
2163.80;3759.16
2462.50;3574.43
2761.20;3429.70
3041.33;3359.96
3328.50;3381.69
3615.67;3360.79
3902.85;3244.99
4190.02;2949.70
4477.19;2614.30
4549.76;2532.51
4812.52;2349.97
5075.28;2265.68
5338.04;2185.93
5600.80;2074.13
5863.55;1992.87
6126.31;1914.96
6389.07;1860.64
6590.06;1845.77
6843.50;1711.75
7096.95;1500.04
7350.40;1271.08
7603.85;1100.18
7857.30;969.80
8110.75;894.70
8364.20;838.01
8617.64;793.53
8871.09;751.12
9021.12;729.36
9271.92;712.90
9522.72;711.16
9773.51;711.42
10024.31;708.19
10275.11;709.95
10525.91;729.98
10776.71;756.04
11027.51;781.73
11278.31;790.40
11529.11;774.44
11779.90;751.78
11884.98;743.95
12135.22;723.92
12385.46;721.84
12635.69;725.51
12885.93;732.95
13136.16;735.52
13386.40;737.21
13636.64;739.93
13886.87;740.35
14137.11;735.30
14387.35;729.67
14513.83;721.75
14764.47;717.61
15015.10;710.00
15265.74;692.97
15516.38;664.30
15767.01;632.97
16017.65;606.92
16116.56;599.53
16367.38;584.96
16618.20;577.27
16869.02;572.27
17119.84;561.62
17370.66;553.39
17621.48;545.57
17872.30;539.97
18123.12;535.75
18236.00;532.80
18489.76;522.47
18743.51;507.10
18997.26;494.04
19251.01;478.89
19504.77;474.84
19568.90;474.62
19829.90;473.90
20090.91;477.30
20351.92;476.30
20612.93;470.85
20873.93;465.75
21134.94;463.40
21357.16;461.37
21619.65;458.45
21882.14;455.94
22144.63;449.22
22407.11;441.77
22669.60;438.72
22855.83;435.48
23122.83;434.87
23389.83;431.77
23656.83;420.22
23923.83;404.10
24190.83;384.19
24457.83;373.99
24724.83;374.51
24807.11;375.77
25091.88;377.65
25376.65;374.70
25661.43;368.80
25946.20;355.44
26230.97;345.09
26515.74;326.73
26800.51;317.22
27085.28;307.70
27370.06;306.71
27654.83;306.33
27668.70;305.94
27950.16;300.38
28231.62;290.34
28513.08;277.93
28794.55;262.17
29076.01;244.63
29357.47;228.91
